"Town","Pct Population 1-2x FPL Level","90% MoE"
"North Stonington",0.156770045385779,0.0851783805251786
"Norwich",0.181063372180263,0.0275745080456968
"Old Lyme",0.0824009477425299,0.0298471465178119
"Preston",0.156809092822564,0.076810263505017
"Salem",0.0583835946924005,0.029572213402787
"Sprague",0.0807600950118765,0.0426539770815882
"Stonington",0.102925065731814,0.0277761383638105
"Voluntown",0.113113496932515,0.0590171776704088
"Waterford",0.0881658357386513,0.0224682625168597
"Andover",0.0878836833602585,0.0397410096683003
"Bolton",0.0629905413564097,0.0267386235209241
"Columbia",0.11356986100951,0.0797202656685731
"Coventry",0.0662262326780535,0.0231968201799566
"Ellington",0.0804465709728868,0.0346228196289838
"Hebron",0.0629544982339497,0.0283661468673538
"Mansfield",0.112445730824891,0.0334571744205917
"Somers",0.066090113175315,0.0256876659383496
"Stafford",0.125778750631419,0.0365433696338547
"Tolland",0.059499026257471,0.0233407195146075
"Union",0.0634146341463415,0.0420618628035253
"Vernon",0.128387522120823,0.0230009002853017
"Willington",0.121801262878033,0.0522891899294821
"Ashford",0.160571964369433,0.0870752488032237
"Brooklyn",0.180517622577708,0.0709776226590722
"Canterbury",0.0675913264309435,0.0268050607101767
"Chaplin",0.0813076278290025,0.0406561500888647
"Eastford",0.0739156994502138,0.0296263052468627
"Hampton",0.0782463928967814,0.0289141321285249
"Killingly",0.169939621314262,0.033471509842427
"Plainfield",0.105263157894737,0.0278884654402715
"Pomfret",0.0492598883766076,0.0271781559464976
"Putnam",0.267833981841764,0.0639773028316983
"Scotland",0.131684876365727,0.0632865595908856
"Sterling",0.14550833781603,0.0717582068062549
"Thompson",0.138998612149034,0.0411843627720387
"Windham",0.222767595803125,0.0343279039454831
"Woodstock",0.0776907529055078,0.0333252904896874
